username,url,content,likes,comment,video,date
,https://www.instagram.com/p/CfOJygOIR0e/,"“ This is Agulu town in ANAMBRA state. 

@inecnigeria has refused to register them.
Thousands of Agulu indigenes trooped out to @inecnigeria office yesterday to register  for their PVC, but unfortunately it was only ONE machine available and non-functioning. @inecnigeria has been compromised to dis-enfranchise the people of Agulu.”

PLEASE GO GET YOUR PVC’s 🪪🗳
🚫Say NO to vote buying🚫 

@ukparliament @bbcnews @bbcafrica @unitednations @amnestyuk @cnn @cnnpolitics @cnnafrica @abcnews @arisenewsofficial @sorosokearchives @instablog9ja @skynews @foxnews @internationalcriminalcourt @bbclondon @aljazeeraenglish @borisjohnsonuk @vicderbyshire @ukhouseoflords @nigeriapoliceforce @bbc_hardtalk @the.independent @commons_speaker @history @evening.standard @abcnews 

#endbadgovernanceinnigeria #sorosoke #reformnigeria #endbadgovernance #lekkimassacre #endpolicebrutality #lekkitollgate #endpolicebrutality #lekkigenocide #reformnigerianpolice #bokoharam #policebrutality #ipob #peter #obi #lekkigenocide #arisenews #biafra #peterobi #nigeriapresident #buhari
#endpolicebrutality #sorosoke 
#reformnigerianpolice #lekkitollgatemassacre 
#lekkimassacre
#endpolicebrutalityinnigeria",2,0,False,2022-06-25 08:13:36+00:00
,https://www.instagram.com/p/CfOIxOfo4_x/,"Meanwhile in the North. 😡😞

@inecnigeria
@inecnigeria 
@inecnigeria 

PLEASE GO GET YOUR PVC’s 🪪🗳
🚫Say NO to vote buying🚫 

@ukparliament @bbcnews @bbcafrica @unitednations @amnestyuk @cnn @cnnpolitics @cnnafrica @abcnews @arisenewsofficial @sorosokearchives @instablog9ja @skynews @inecnigeria @internationalcriminalcourt @bbclondon @aljazeeraenglish @borisjohnsonuk @vicderbyshire @ukhouseoflords @nigeriapoliceforce @bbc_hardtalk @the.independent @commons_speaker @history @evening.standard 

#endbadgovernanceinnigeria #sorosoke #reformnigeria #endbadgovernance #lekkimassacre #endpolicebrutality #lekkitollgate #endpolicebrutality #lekkigenocide #reformnigerianpolice #bokoharam #policebrutality #ipob #peter #obi #lekkigenocide #arisenews #biafra #peterobi #nigeriapresident #buhari
#endpolicebrutality #sorosoke 
#reformnigerianpolice #lekkitollgatemassacre 
#lekkimassacre
#endpolicebrutalityinnigeria",1,0,False,2022-06-25 08:04:41+00:00
,https://www.instagram.com/p/CfOIVNBosAu/,"Former Chief of Army Staff, Lt. General Tukur Buratai, on Friday, denied having a home in Wuse, or bulletproof cars, contrary to reports that his home was, raided by the operatives of the Independent Corrupt Practices and Other Related Offences Commission (ICPC).⁣
⁣
Buratai, in a statement, by its Legal Advisor, Barr. Osuagwu Ugochukwu, described the reports as a smear and fabricated tales, published to tarnish his image.⁣
⁣
An online media, ‘Not The Guardian’ published a story – ‘Exclusive: Anti-graft Agency, ICPC Uncovers Billions In Cash Meant For Arms, Ammunition To Fight Boko Haram In Abuja Home Of Ex-Chief Of Army Staff, Buratai,’ – reported that N1.85 billion, was recovered from the retired army general’s house when the ICPC raided his home.⁣
⁣
The statement reads in part: “My attention has been drawn to a recent publication on the webpage of Sahara reporters titled, ‘Exclusive: Anti-graft Agency, ICPC Uncovers Billions In Cash Meant For Arms, Ammunition To Fight Boko Haram In Abuja Home Of Ex-Chief Of Army Staff, Buratai’ which was published on June 6, 2022.⁣
⁣
“I have gone through the said publication and have interfaced with Ambassador T.Y. Buratai and can authoritatively say the content of the publication is false, concocted and malicious.⁣
⁣
Click the link on our bio for more on this story and follow us for breaking news, videos, photos, and much more.⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣
⁣
#Buratai #NigerianArmy #ICPC #Corruption #BokoHaram #Terrorism #COAS #Nigeria #TheGuardianNg",87,6,False,2022-06-25 08:00:51+00:00
,https://www.instagram.com/p/CfN0M9yI-67/,"“ Africa | After Mali 🇲🇱 removed the French colonial system earlier this year

🇧🇫 In March, Burkina Faso asked for military assistance from Russia to remove France

🇸🇳 Senegal took it to the streets too, they want independence and France to no longer dictate to Government. “ 

📹 AfricanSoil

NIGERIANS PLEASE GO GET YOUR PVC’s 🪪🗳
🚫Say NO to vote buying🚫 

@ukparliament @bbcnews @bbcafrica @unitednations @amnestyuk @cnn @cnnpolitics @cnnafrica @abcnews @arisenewsofficial @sorosokearchives @instablog9ja @skynews @inecnigeria @internationalcriminalcourt @bbclondon @aljazeeraenglish @borisjohnsonuk @vicderbyshire @ukhouseoflords @nigeriapoliceforce @bbc_hardtalk @the.independent @commons_speaker @history @evening.standard 

#endbadgovernanceinnigeria #sorosoke #reformnigeria #endbadgovernance #lekkimassacre #endpolicebrutality #lekkitollgate #endpolicebrutality #lekkigenocide #reformnigerianpolice #bokoharam #policebrutality #ipob #peter #obi #lekkigenocide #arisenews #biafra #peterobi #nigeriapresident #buhari
#endpolicebrutality #sorosoke 
#reformnigerianpolice #lekkitollgatemassacre 
#lekkimassacre
#endpolicebrutalityinnigeria",1,0,True,2022-06-25 05:07:54+00:00
,https://www.instagram.com/p/CfNXiF1uBQl/,"Puertas Abiertas España
🙌 ¡Gloria a Dios!

🔥 Hauwa Joseph y Mary Ngoshe fueron liberadas, tras ochos años de cautiverio, por brigadas del ejército nigeriano. Hauwa fue rescatada con su hijo, mientras que Mary llevaba otro niño cuando fue encontrada.

❌ Las jóvenes se encontraban entre las 275 chicas que fueron secuestradas en la Escuela Secundaria de Chibok en abril de 2014 por Boko Haram. Al menos 100 de ellas continúan en paradero desconocido.

https://www.puertasabiertas.org/es-ES/actualidad/todos/dos-chicas-de-chibok-son-liberadas/

#UnoConEllos #Nigeria #BokoHaram #BringBackOurGirls #Perseguidos #IglesiaPerseguida #Persecucion #CristianosPerseguidos #OpenDoors #PuertasAbiertas #FelizViernes",0,0,False,2022-06-25 00:54:27+00:00
,https://www.instagram.com/p/CfNFwo1Ibb1/,"senator Ike Ekweremadu, wife Beatrice Nwanneka for human trafficking, organ harvesting. 

#endbadgovernanceinnigeria #sorosoke #reformnigeria #endbadgovernance #lekkimassacre #endpolicebrutality #lekkitollgate #endpolicebrutality #lekkigenocide #reformnigerianpolice #bokoharam #policebrutality #ipob #peter #obi #lekkigenocide #arisenews #biafra #peterobi #nigeriapresident #buhari
#endpolicebrutality #sorosoke 
#reformnigerianpolice #lekkitollgatemassacre 
#lekkimassacre
#endpolicebrutalityinnigeria",1,0,True,2022-06-24 22:22:01+00:00
,https://www.instagram.com/p/CfMFyHBtexW/,"🙌 ¡Gloria a Dios!

🔥 Hauwa Joseph y Mary Ngoshe fueron liberadas, tras ochos años de cautiverio, por brigadas del ejército nigeriano. Hauwa fue rescatada con su hijo, mientras que Mary llevaba otro niño cuando fue encontrada.

❌ Las jóvenes se encontraban entre las 275 chicas que fueron secuestradas en la Escuela Secundaria de Chibok en abril de 2014 por Boko Haram. Al menos 100 de ellas continúan en paradero desconocido.

Link en bio: Últimas Noticias.

#UnoConEllos #Nigeria #BokoHaram #BringBackOurGirls #Perseguidos #IglesiaPerseguida #Persecucion #CristianosPerseguidos #OpenDoors #PuertasAbiertas #FelizViernes",90,4,False,2022-06-24 13:00:06+00:00
,https://www.instagram.com/p/CfLrbpkINgc/,"@inecnigeria We want to vote, in fact, we MUST vote. Suffrage is a RIGHT, not a PRIVILEGE. Don’t make us some budding suffragists & suffragettes!! Peter Obi is an idea whose time has come. You can’t stop an organic movement of people who want the Throne of Good Men restored.

PLEASE GO GET YOUR PVC’s 🪪🗳
🚫Say NO to vote buying🚫 

@ukparliament @bbcnews @bbcafrica @unitednations @amnestyuk @cnn @cnnpolitics @cnnafrica @abcnews @arisenewsofficial @sorosokearchives @instablog9ja @skynews @inecnigeria @internationalcriminalcourt @bbclondon @aljazeeraenglish @borisjohnsonuk @vicderbyshire @ukhouseoflords @nigeriapoliceforce @bbc_hardtalk @the.independent @commons_speaker @history @evening.standard 

#endbadgovernanceinnigeria #sorosoke #reformnigeria #endbadgovernance #lekkimassacre #endpolicebrutality #lekkitollgate #endpolicebrutality #lekkigenocide #reformnigerianpolice #bokoharam #policebrutality #ipob #peter #obi #lekkigenocide #arisenews #biafra #peterobi #nigeriapresident #buhari
#endpolicebrutality #sorosoke 
#reformnigerianpolice #lekkitollgatemassacre 
#lekkimassacre
#endpolicebrutalityinnigeria",2,0,True,2022-06-24 09:12:03+00:00
,https://www.instagram.com/p/CfLPm-6OEeQ/,"We are seriously educating people on Boko Haram - Buhari
.
.
On Thursday, President Muhammadu Buhari held a bilateral meeting with the British Prime Minister Boris Johnson, where he clarified a number of issues.
.
At the talks, on Boko Haram insurgency, Buhari said there was serious effort to educate the people on the fact that only an unserious person could kill innocent people, “and say Allah Akbar (God is Great). God is justice.
.
”You can’t take innocent souls, and ascribe it to God. And the education process is working, the people now understand Boko Haram as anti-God, and not about religion.”
.
The Prime Minister offered condolences on some recent attacks in Nigeria, particularly on churches.
.
The meeting was held on the sidelines of the 26th Commonwealth Heads of Government Meeting (CHOGM) in Kigali, Rwanda.
.
.
#insecurity #bokoharam #education #2023election #atiku #PDP #bolatinubu #APC #peterobi #LP #kwankwaso #NNPP #sowore #AAC #Adewoleadebayo #SDP #KolaAbiola #PRP #lagosstate #buhari #osinbajo #politicstoday #inec #naijapolitics #asiwaju #politicsinnigeria #poltrakblog #politicsinnigeria",1,0,False,2022-06-24 05:06:44+00:00
,https://www.instagram.com/p/CfJ7mViI9lK/,"Alleged rumours that @inecnigeria has opened PVC centers in Niger 🇳🇪 can we all put more interest as to know if it's true and why?

PLEASE GO GET YOUR PVC’s 🪪🗳
🚫Say NO to vote buying🚫 

@ukparliament @bbcnews @bbcafrica @unitednations @amnestyuk @cnn @cnnpolitics @cnnafrica @abcnews @arisenewsofficial @sorosokearchives @instablog9ja @skynews @inecnigeria @internationalcriminalcourt @bbclondon @aljazeeraenglish @borisjohnsonuk @inecnigeria @ukhouseoflords @nigeriapoliceforce @bbc_hardtalk @the.independent @commons_speaker @history @evening.standard 

#endbadgovernanceinnigeria #sorosoke #reformnigeria #endbadgovernance #lekkimassacre #endpolicebrutality #lekkitollgate #endpolicebrutality #lekkigenocide #reformnigerianpolice #bokoharam #policebrutality #ipob #peter #obi #lekkigenocide #arisenews #biafra #peterobi #nigeriapresident #buhari
#endpolicebrutality #sorosoke 
#reformnigerianpolice #lekkitollgatemassacre 
#lekkimassacre
#endpolicebrutalityinnigeria",3,0,False,2022-06-23 16:52:38+00:00
