username,url,content,likes,comment,video,date
,https://www.instagram.com/p/CfOSuA-M2Wg/,"Ike Ekweremadu: Passport of kidney donor in “organ harvesting” saga shows he is 21-years old

Also, slide to see screenshots of David’s Facebook and his activity analysis by trap.selenass 👇🏼

“Slide 1: I found a page for Davido Nwamini who looks to have recently moved to the UK and is in a relationship with a Princess David. The princess david is reported in a relation with unstoppable. But is his name also Ukpo?? Note the hat in the picture.

Slide 2: i followed up on Princess david to find another picture of her and David, i matched the David in this picture to another picture from another account named David Ukpo. This confirms both Davido Nwamini and David Ukpo accounts are same person. But the glow up is real. He does look different. So i went on to search for unstoppable.

Slide 3: i found King David Nwamini unstoppable. Profile picture from february 3 shows Nigeria, by March 20th, he has moved to the UK. Note the hat from the first picture appear here with a white version also making an appearance.”

Credit: trap.selenass

Follow @naija2023election for the latest news headlines on the 2023 General Election.🗳🗳
.
.
#atiku #buhari #apc #pdp #naija2023election #2023elections  #amaechi #pvc #kwankwaso #sowore #tinubu #osinbajo  #peterobi #lagos #yahayabello #bat2023 #nnpp  #saraki #ipob #wike #inec  #abuja  #ikeekweremadu #OsunDecides2022 #tinubuforpresident2023 #cityboy #wecantcontinuelikethis #peterobi4president2023 #peterobiforpresident #cityboy",0,0,False,2022-06-25 09:31:37+00:00
,https://www.instagram.com/p/CfOSn9LD6h9/,"Ike Ekweremadu: Passport of kidney donor in “organ harvesting” saga shows he is 21-years old

Also, slide to see screenshots of David’s Facebook and his activity analysis by trap.selenass 👇🏼

“Slide 1: I found a page for Davido Nwamini who looks to have recently moved to the UK and is in a relationship with a Princess David. The princess david is reported in a relation with unstoppable. But is his name also Ukpo?? Note the hat in the picture.

Slide 2: i followed up on Princess david to find another picture of her and David, i matched the David in this picture to another picture from another account named David Ukpo. This confirms both Davido Nwamini and David Ukpo accounts are same person. But the glow up is real. He does look different. So i went on to search for unstoppable.

Slide 3: i found King David Nwamini unstoppable. Profile picture from february 3 shows Nigeria, by March 20th, he has moved to the UK. Note the hat from the first picture appear here with a white version also making an appearance.”

Follow @naija2023election for the latest news headlines on the 2023 General Election.🗳🗳
.
.
#atiku #buhari #apc #pdp #naija2023election #2023elections  #amaechi #pvc #kwankwaso #sowore #tinubu #osinbajo  #peterobi #lagos #yahayabello #bat2023 #nnpp  #saraki #ipob #wike #inec  #abuja  #ikeekweremadu #OsunDecides2022 #tinubuforpresident2023 #cityboy #wecantcontinuelikethis #peterobi4president2023 #peterobiforpresident #cityboy",0,0,False,2022-06-25 09:30:48+00:00
,https://www.instagram.com/p/CfORPCqD_q3/,"PDP's Ademola Adeleke with the dance moves.📌

Follow @naija2023election for the latest news headlines on the 2023 General Election.🗳🗳
.
.
#atiku #buhari #apc #pdp #naija2023election #2023elections  #amaechi #pvc #kwankwaso #sowore #tinubu #osinbajo  #peterobi #lagos #yahayabello #bat2023 #nnpp  #saraki #ipob #wike #inec  #abuja  #pdpprimaries #PDPPresidentialPrimaries #EkitiDecides2022 #tinubuforpresident2023 #cityboy #wecantcontinuelikethis #peterobi4president2023 #peterobiforpresident #cityboy",1,0,True,2022-06-25 09:19:29+00:00
,https://www.instagram.com/p/CfOP2fLFi8J/,"Relationship breakers una Weldon 🤣

#funnyreader1  #makemefamous #ipob #tiktok #facebook #tundeednut @mufasatundeednut #abraham",1,0,True,2022-06-25 09:07:00+00:00
,https://www.instagram.com/p/CfOLPcUDIlI/,"Hmmmn🤔

Follow @naija2023election for the latest news headlines on the 2023 General Election.🗳🗳
.
.
#atiku #buhari #apc #pdp #naija2023election #2023elections  #amaechi #pvc #kwankwaso #sowore #tinubu #osinbajo  #peterobi #lagos #yahayabello #bat2023 #nnpp  #saraki #ipob #wike #inec  #abuja  #pdpprimaries #PDPPresidentialPrimaries #EkitiDecides2022 #tinubuforpresident2023 #cityboy #wecantcontinuelikethis #peterobi4president2023 #peterobiforpresident #cityboy",1,0,True,2022-06-25 08:27:27+00:00
,https://www.instagram.com/p/CfOJygOIR0e/,"“ This is Agulu town in ANAMBRA state. 

@inecnigeria has refused to register them.
Thousands of Agulu indigenes trooped out to @inecnigeria office yesterday to register  for their PVC, but unfortunately it was only ONE machine available and non-functioning. @inecnigeria has been compromised to dis-enfranchise the people of Agulu.”

PLEASE GO GET YOUR PVC’s 🪪🗳
🚫Say NO to vote buying🚫 

@ukparliament @bbcnews @bbcafrica @unitednations @amnestyuk @cnn @cnnpolitics @cnnafrica @abcnews @arisenewsofficial @sorosokearchives @instablog9ja @skynews @foxnews @internationalcriminalcourt @bbclondon @aljazeeraenglish @borisjohnsonuk @vicderbyshire @ukhouseoflords @nigeriapoliceforce @bbc_hardtalk @the.independent @commons_speaker @history @evening.standard @abcnews 

#endbadgovernanceinnigeria #sorosoke #reformnigeria #endbadgovernance #lekkimassacre #endpolicebrutality #lekkitollgate #endpolicebrutality #lekkigenocide #reformnigerianpolice #bokoharam #policebrutality #ipob #peter #obi #lekkigenocide #arisenews #biafra #peterobi #nigeriapresident #buhari
#endpolicebrutality #sorosoke 
#reformnigerianpolice #lekkitollgatemassacre 
#lekkimassacre
#endpolicebrutalityinnigeria",2,0,False,2022-06-25 08:13:36+00:00
,https://www.instagram.com/p/CfOIxOfo4_x/,"Meanwhile in the North. 😡😞

@inecnigeria
@inecnigeria 
@inecnigeria 

PLEASE GO GET YOUR PVC’s 🪪🗳
🚫Say NO to vote buying🚫 

@ukparliament @bbcnews @bbcafrica @unitednations @amnestyuk @cnn @cnnpolitics @cnnafrica @abcnews @arisenewsofficial @sorosokearchives @instablog9ja @skynews @inecnigeria @internationalcriminalcourt @bbclondon @aljazeeraenglish @borisjohnsonuk @vicderbyshire @ukhouseoflords @nigeriapoliceforce @bbc_hardtalk @the.independent @commons_speaker @history @evening.standard 

#endbadgovernanceinnigeria #sorosoke #reformnigeria #endbadgovernance #lekkimassacre #endpolicebrutality #lekkitollgate #endpolicebrutality #lekkigenocide #reformnigerianpolice #bokoharam #policebrutality #ipob #peter #obi #lekkigenocide #arisenews #biafra #peterobi #nigeriapresident #buhari
#endpolicebrutality #sorosoke 
#reformnigerianpolice #lekkitollgatemassacre 
#lekkimassacre
#endpolicebrutalityinnigeria",1,0,False,2022-06-25 08:04:41+00:00
,https://www.instagram.com/p/CfOGuIwqOGf/,"Are you OBIdient?

#Obidientpeaceconcert

#PeterObi #PeterObi4President #PeterObi4President2023 #OBIdient #PDP #APC #LabourParty #Atiku #Tinubu #Buhari #ObiCubana #Nigeria #Naija #Abuja #Lagos #Election2023 #PrayForNigeria  #NigerianGovernment #Nnamdikanu #RadioBiafra #Biafra #Ipob #GetYourPVC #Vote #VoteWisely #VoteCompetence #TurnAroundNaija #TakeBackNaija #SecureAndUniteNaija",0,0,False,2022-06-25 07:46:47+00:00
,https://www.instagram.com/p/CfOGlbeKtxZ/,"If Peter Obi wins, he is not only winning for the Igbos, he is rather winning for Nigeria. 

According Yoruba adage; ""Irorun igi in irorun eye"", meaning the comfort of the tree is the comfort of the bird. 

It is our individual responsibility to see that our family members, friends, neighbors and colleagues are of same view with us in this regard.

#PeterObi #PeterObi4President #PeterObi4President2023 #OBIdient #PDP #APC #LP #LabourParty #Atiku #Tinubu #Buhari #ObiCubana #Nigeria #Naija #Abuja #Lagos #Election2023 #PrayForNigeria  #NigerianGovernment #Nnamdikanu #RadioBiafra #Biafra #Ipob #GetYourPVC #Vote #VoteWisely #VoteCompetence #TurnAroundNaija #TakeBackNaija #SecureAndUniteNaija",1,0,False,2022-06-25 07:45:36+00:00
,https://www.instagram.com/p/CfOFv9CK-FL/,"The youths of Shendem LGA, Plateau State, the LGA of Governor Bako Lalong of @OfficialAPCNg, on the 23/6/2022, opened a Labour Party Office/Secretariat, Shendam. Structures are springing up for @PeterObi

#PeterObi #PeterObi4President #PeterObi4President2023 #OBIdient #PDP #APC #LP #LabourParty #Atiku #Tinubu #Buhari #ObiCubana #Nigeria #Naija #Abuja #Lagos #Election2023 #PrayForNigeria  #NigerianGovernment #Nnamdikanu #RadioBiafra #Biafra #Ipob #GetYourPVC #Vote #VoteWisely #VoteCompetence #TurnAroundNaija #TakeBackNaija #SecureAndUniteNaija",1,0,False,2022-06-25 07:38:18+00:00
