username,url,content,likes,comment,video,date
,https://www.instagram.com/p/CfOQgllNFlF/,"Just a dog, watching his Dad eat a doughnut for breakfast 🙃🤤🍩
.
.
.
.

#dog #gsd #germanshepherd #puppy #dogsofinstagram #gsdpuppy #cute #cutedogs #bobbyjruck #dogsinkent #kentdogs #ukdogs #puppylife #puppiesofinstagram #kent #southeast #doglovers #pupoftheday #dogoftheday #uk #germanshepherdpuppy #breakfast #donut #doughnut #saturday #liein #weekend",6,4,False,2022-06-25 09:12:19+00:00
,https://www.instagram.com/p/CfOPLqNIB27/,"Hello Weekend 👑

We are happy you are here ✨️

Please visit our website for more information about our magical services or send us a direct message. We would love to hear from you. Link in bio 

It's never too early to book✨️

📷: @5ivve

 #Aprincesslikeme #princessservice #princessexperience #partyservice #kidsparty #party #birthdayparty #kidsbirthday #privateparty #privateevent #herts #hertfordshire #southeast #londonmums #uk #england  #princess #princessofcolour #blackgirlmagic #bespokeprincess #bespoke #bespokeparty #event #princessparty #live #livesinging #singing #doorstep #doorstepparty #doorstepsurprise",2,0,False,2022-06-25 09:00:43+00:00
,https://www.instagram.com/p/CfOPHl3sn3F/,"We know you want to ensure your children are having the best summer holiday possible in a happy and safe play environment, so be sure to check out our helpful FAQs at #LinkInBio if you have any questions!",0,1,False,2022-06-25 09:00:18+00:00
,https://www.instagram.com/p/CfOMlVnjZno/,"Wike fought Peter obi and lost his primaries
Mbaka did and lost his adoration ground
Ekweremadu did and he is about going to jail
Don't fight who God is protecting
E get why!
Am out sensitizing people because I have no right to complain of bad governance if I don't do my part
#gossipmillnaija #instablog9ja #tundeednut #bbnaijareunion #mrp #psquare #falzthebahdguy #peterobi #peterobi4president2023 #peterpan #peterobiforpresident #peterobi2023 #peterobi4president2023 #peterobiforpresident2023 #arewapeople #arewa #arewailorinpple #ndiigbo #ohaneze #ohanezendigbo #oduduwa #southeast #southwest #obicubana #odogwubitterschallenge #odogwubitters #acapella #yanbaba #pvc #voting #wike",-1,1,True,2022-06-25 08:40:50+00:00
,https://www.instagram.com/p/CfOLWTaDXfd/,"Tucked away in our nook ❤️ These dining areas are the perfect spot away from the cold outside and a little bit more privacy from The Dining Room! 

Come indulge with our quality share plates accompanied with a glass of wine in hand  for your weekend! 🥂
.
.
.

 #whatsonmelbourne #baysiderestaurants #mordialloc #parkdale #southeast #melbournesoutheast #mordi #happyhourmelbourne #mentone #melbourneeats #melbournerestaurants #kingstoncitycouncil",4,0,False,2022-06-25 08:27:13+00:00
,https://www.instagram.com/p/CfOJQ5DIHzb/,"🤩 Birthday Competition Time 🤩

Where has the time gone... Just over 2 years ago, I said yes to a new opportunity and wow, what a ride it has been. There have been incredible highs and to be expected, some lows but I have enjoyed the journey and pleased I took the leap. I have met some incredible people along the way. 

Once in a Lifetime Holidays is a still a relatively new company, but has proven that with hard work you can achieve your dreams. Over the past year we have won 2 industry awards and now as team of 6, we are thriving. 

I couldn't have done it without the support of people around me, my friends and family and most of all my supportive husband believing in me (and putting up with me). 

Huge thanks goes out to the best AWARD WINNING TEAM I could ask for; their determination and drive to succeed is inspiring and they are always there to help push you and pick you up when you need it, Louise, Kim, Michelle, Dave and especially Joan for taking a chance on me. 

Of course my business wouldn't be what it is without YOU my lovely clients, and I thank each and every one of you for your business and your referrals. It means the world to me! 

As today marks 2 years since the start of my little business, I want to give you the opportunity to win a bottle of fizz to raise a glass with me to the future of Emma Handley - Once in a Lifetime Holidays 🥂

One lucky winner will win £100 off their next holiday they book with me (minimum spend applies) and a bottle of fizz. 

All you have to do is email 'Happy Birthday' to emma@oialh.co.uk and tell us who you would share a glass of bubbly with and why. 

GOOD LUCK 🤞🏻 

Email must be received by 30th June 2022. Winner will be drawn at random, £100 cannot be used against a deposit and is non transferable. Please message for full terms & conditions.

#competitionuk #bottleofbubbly #independenttravelagent #familyadventure #supportlocalbusiness #competitiontime #birthdaycelebrations #blueseabluesky #followyourdreams #gowithyourheart #teamworkmakesthedreamwork #surroundyourselfwithgoodpeople #feelingthankful #holidaydreams #summerholidays #wokinghambusiness #southeast #whitesandbeach #worktogether #believeinyourself",3,0,False,2022-06-25 08:09:00+00:00
,https://www.instagram.com/p/CfOITfNg4aR/,"Sourcing your workplace products from different suppliers can take your focus away from the task in hand. Save both time and money by appointing us as your single source supplier. Why not get in touch for a quote 01903 228875
.
.
.
.
.
#brandedmerchandise #webdesign #creativedesign #stationery #promotionalproducts #signage #healthandsafety #corporateprint #worthingprinters #officesupplies #marketing #printingsolutions #printing #supportsmallbusiness #buylocal #supportlocalbusiness #worthingbusiness #london #southeast #businesssupplies #cateringequipment #print #singlesourcesupplier",1,1,False,2022-06-25 08:00:40+00:00
,https://www.instagram.com/p/CfOIRC2KHT7/,"Happy Saturday 🍰

Head to @eastpointpavilion (your new coffee and cake spot!) where @blackdogdelilowestoft will be serving their sweet treats from 10am to 4pm. @SirTobysBeers will be serving tea and coffee all day long ☕

#EastPointPavilion #Lowestoft #streetfoodie #streetfoodstories #suffolkcoast #suffolklife #suffolkbeach #norfolkblogger #ukcoastline #beachbars #livedj #southeast #beachtown #victorianarchitecturelover #launchparty #seaside",12,0,False,2022-06-25 08:00:22+00:00
,https://www.instagram.com/p/CfOIRIzDU_h/,"Blessed weekend 💕💕💕

Mua @apexbeautymakeover 
———————

#bellanaijaweddings
#asoebibellanaija
#igbowedding
#igbankwunigeria 
#makeuplovers 
#enuguweddings 
#enuguphotographer
#enugumua
#enugumakeupartist
#asabamakeupartists 
#asabaphotographer
#lagosmua 
#southeast 
#makeuponpoint
#asoebibella 
#madamoluoftiktok
#anambrawedding
#anambramua 
#𝖘𝖎𝖗𝖘𝖙𝖚𝖇𝖇𝖞 
#anambraphotographer 
#anambramakeupartist
#makeupartist 
#phbestmua 
#portharcourtwedding 
#portharcourtphotographer
#mondawkk",23,1,False,2022-06-25 08:00:18+00:00
,https://www.instagram.com/p/CfOILZMDkRn/,"Exploring Appledore with Finley 🐶🤍🖤 
.
.
.
.
.
#kent #travelphotography  #travelengland #gardenofengland #sussex #outdoors #countryside #eastsussex #southeast #ukshots #ukrivers #landscape #sunset #kayaking #dachshund #dogsthathike #travelwithme #travelwithdogs #igdaily #outdoorwomen #getoutside #kayakdog #loveoutdoors #hikebritain #kayaking #camber #paddleboarding #paddleboard #paddleboardingdog #paddleboarduk",4,0,False,2022-06-25 07:59:31+00:00
